concupisco|concupīscō, concupīscere, concupīvī, concupītus, desire eagerly; wish strongly (25) 
condo|condō, condere, condidī, conditus, found, build, establish; store up, put away, preserve; bottle (wine); bury, inter (14) 
condio|condiō, condīre, condīvī, condītus, season food (17) 
conduco|condūcō, condūcere, condūxī, conductus, hire, rent for one’s own use (26) 
confero|cōnferō, cōnferre, contulī, collātus, convey, bear, direct (16) 
confundo|cōnfundō, cōnfundere, cōnfūdī, cōnfūsus, confuse, mix up (23) 
congregatio|congregātiō, congregātiōnis, f., association, gathering (19) 
coniunx|coniūnx, coniugis, m./f., spouse, marital partner (9) 
conjunx|coniūnx, coniugis, m./f., spouse, marital partner (9) 
conniveo|cōnnīveō, cōnnīvēre, cōnnīvī, —, close one’s eyes (30) 
conor|cōnor, cōnārī, cōnātus sum, try, attempt to (18) 
consentio|cōnsentiō, cōnsentīre, cōnsēnsī, cōnsēnsus, agree, consent; be of the same mind (23) 
consido|cōnsīdō, cōnsīdere, cōnsēdī, cōnsessus, sit down, be seated (7) 
consilium|cōnsilium, -iī, n., plan; idea, suggestion (16) 
consisto|cōnsistō, cōnsistere, cōnstitī, cōnstitus, stop, stop moving; stand still (5) 
conspicio|cōnspiciō, cōnspicere, cōnspexī, cōnspectus, observe, catch sight of; be visible (27) 
constituo|cōnstituō, cōnstituere, cōnstituī, cōnstitūtus, decide, resolve (24) 
consto|cōnstō, cōnstāre, cōnstitī, cōnstātus, cost (+ abl.); be established, constant, agreed upon (13) 
construo|cōnstruō, cōnstruere, cōnstrūxī, cōnstrūctus, construct, build (19) 
consumo|cōnsūmō, cōnsūmere, cōnsūmpsī, cōnsūmptus, consume, eat (20) 
contemno|contemnō, contemnere, contempsī, contemptus, think little of, look down on (23) 
contemplor|contemplor, contemplārī, contemplātus sum observe, gaze, contemplate (29) 
contemplo|contemplor, contemplārī, contemplātus sum observe, gaze, contemplate (29) 
contignatio|contignātiō, contignātiōnis, f., story, floor (27) 
continens|continens, continentis, f., mainland, continent (4) 
contorqueo|contorqueō, contorquēre, contorsī, contortus, twist, whirl, fling (21) 
contra|contrā, prep. with acc., against (24) 
contraho|contrahō, contrahere, contrāxī, contrāctus, bring in, draw together (21) 
contubernalis|contubernālis, contubernālis, m., tent mate, companion (21) 
conubium|cōnūbium, -iī, n., marriage (17) 
convenio|conveniō, convenīre, convēnī, conventus, come together, meet (19) 
converto|convertō, convertere, conversī, conversus, turn, convert (18) 
coquo|coquō, coquere, coxī, coctus, cook (17) 
cor|cor, cordis, n., heart (24) 
corium|corium, -iī, n., hide, leather (27) 
corpus|corpus, corporis, n., body (15) 
corrigo|corrigō, corrigere, corrēxī, corrēctus, correct (22) 
cottidie|cottīdiē, adv., daily, every day (16) 
coxa|coxa, -ae, f., hip (22) 
cras|crās, adv., tomorrow (17) 
credo|crēdō, crēdere, crēdidī, crēditus, believe, trust (13) 
crimen|crīmen, crīminis, n., crime, offense (24) 
crus|crūs, crūris, n., leg (27) 
crustulum|crustulum, -ī, n., cookie (13) 
cubiculum|cubiculum, -ī, n., bedroom (6) 
cubitus|cubitus, -ī, m., elbow (21) 
culina|culīna, -ae, f., kitchen (23) 
culinarius|culīnārius, -a, -um, adj., culinary, pertaining to the kitchen (17) 
culpo|culpō, culpāre, culpāvī, culpātus, blame, find fault with, censure, condemn (21) 
culter|culter, cultrī, m., knife (12) 
cultus|cultus, -ūs, m., culture (26) 
cum|cum, conj., when, since (12) 
cum|cum, prep. with abl., with (8) 
cunctus|cūnctus, -a, -um, adj., all, whole, entire (29) 
cupido|cupīdō, cupīdinis, f., desire, love, lust; Cupīdō, m., the god of love, Cupid, son of Venus (7) 
cupio|cupiō, cupere, cupīvī, cupītus, desire, want (11) 
cupressus|cupressus, -ī, f., cypress tree (23) 
cur|cūr, adv., why (9) 
cura|cūra, -ae, f., care, attention (18) 
Curia|Cūria, -ae, f., senate, meeting house (19) 
curia|Cūria, -ae, f., senate, meeting house (19) 
curo|cūrō, cūrāre, cūrāvī, cūrātus, take care of, provide for, care for (7) 
curro|currō, currere, cucurrī, cursus, run (8) 
cursus|cursus, -ūs, m., running, course; Via Cursūs, the Via del Corso, a main street in Rome (25) 
curvatus|curvātus, -a, -um, adj., curved (28) 
custodio|cūstōdiō, cūstōdīre, cūstōdīvī, cūstōdītus, guard, watch over (19) 
custos|cūstōs, cūstōdis, m./f., guard, guardian, protector; cūstōs pūblicus, police officer (22) 
de|dē, prep. with abl., down from, from; about, concerning (6) 
debeo|dēbeō, dēbēre, dēbuī, dēbitus, owe; ought, must, should (+ infin.) (16) 
decem|decem, num., ten (1) 
decoro|decorō, decorāre, decorāvī, decorātus, adorn, embellish (27) 
decus|decus, decōris, n., beauty, adornment, ornament (27) 
decutio|dēcutiō, dēcutere, dēcussī, dēcussus, shake, strike, knock down (24) 
dedico|dēdicō, dēdicāre, dēdicāvī, dēdicātus, dedicate, devote (24) 
defigo|dēfīgō, dēfīgere, dēfīxī, dēfīxus, fix, focus (26) 
defunctus|dēfūnctus, -a, -um, adj., dead, deceased (9) 
dehinc|dehinc, adv., henceforth, from here on (29) 
deinde|deinde, adv., then, next, afterward (14) 
delecto|dēlectō, dēlectāre, dēlectāvī, dēlectātus, delight, please, amuse (27) 
deleo|dēleō, dēlēre, dēlēvī, dēlētus, destroy completely, demolish, ruin (29) 
deludo|dēlūdō, dēlūdere, dēlūsī, dēlūsus, deceive (29) 
demitto|dēmittō, dēmittere, dēmīsī, dēmissus, send down, dismiss, let go (24) 
demonstro|dēmōnstrō, dēmōnstrāre, dēmōnstrāvī, dēmōnstrātus, show, demonstrate (22) 
demoror|dēmoror, dēmorārī, dēmorātus, delay, linger, stay (28) 
denique|dēnique, adv., finally, and then (15) 
dens|dēns, dentis, m., tooth (14) 
depello|dēpellō, dēpellere, dēpulī, dēpulsus, drive out, repel, expel (24) 
depingo|dēpingō, dēpingere, dēpīnxī, dēpictus, paint, depict, portray (23) 
depono|dēpōno, dēpōnere, dēposuī, dēpositus, lift off; put down, set aside (13) 
descendo|dēscendō, dēscendere, dēscendī, dēscēnsus, descend, go down (27) 
describo|dēscrībō, dēscrībere, dēscrīpsī, dēscrīptus, describe (24) 
desidero|dēsīdero, dēsīderāre, dēsīderāvī, dēsīderātus, long for, miss; desire (11) 
desino|dēsinō, dēsinere, dēsīvī, dēsitus, stop, cease (15) 
desisto|dēsistō, dēsistere, dēstitī, dēstitus, stop, cease, desist (from) (14) 
desperatio|dēspērātiō, dēspērātiōnis, f., desperation (30) 
despero|dēspērō, dēspērāre, dēspērāvī, dēspērātus, despair, have no hope (28) 
deus|deus, deī, m., god (9) 
devasto|dēvāstō, dēvāstāre, dēvāstāvī, dēvāstātus, devastate, ravage (23) 
dexter|dexter, dextra, dextrum, right (hand) (15) 
dico|dīcō, dīcere, dīxī, dictus, say, declare (2) 
dies|diēs, diēī, m./f., day (15) 
difficilis|difficilis, difficile, superl. difficillimus, difficult, troublesome, hard (12) 
difficultas|difficultās, difficultātis, f., difficulty, trouble (15) 
digitus|digitus, digitī, m., finger (12) 
diploma|dīplōma, dīplōmatis, n., passport (28) 
discedo|discēdō, discēdere, discessī, discessus, depart (16) 
discipula|discipula, -ae, f., female student (2) 
discipulus|discipulus, -ī, m., male student (2) 
disco|discō, discere, didicī, discitus, learn (7) 
disertus|disertus, -a, -um, adj., eloquent (16) 
disputatio|disputātiō, disputātiōnis, f., discussion, debate, argument (24) 
disputo|disputō, disputāre, disputāvī, disputātus, discuss, debate, argue (13) 
dissentio|dissentiō, dissentīre, dissēnsī, dissēnsus, dissent, disagree (22) 
dissimilis|dissimilis, dissimile, superl. dissimillimus, adj., unlike, different, dissimilar (19) 
dissimulo|dissimulō, dissimulāre, dissimulāvī, dissimulātus, conceal, dissemble, disguise (23) 
distans|distāns, distantis, adj., distant, separate (25) 
disto|distō, distāre, —, —, stand apart, be distant (14) 
distraho|distrahō, distrahere, distrāxī, distractus, draw apart, tear away, separate (29) 
diu|diū, diūtius, diūtissimē, adv., for a long time (18) 
dives|dīves, dīvitis, adj., rich, wealthy; subst. rich person (16) 
divinus|dīvīnus, -a, -um, adj., divine (13) 
do|dō, dare, dedī, datus, give (11) 
doceo|doceō, docēre, docuī, doctus, teach, show (7) 
doctus|doctus, -a, -um, adj., learned, wise, skilled (16) 
dollarium|dollārium, -iī, n., dollar (13) 
dolor|dolor, dolōris, m., pain, anguish, grief, sorrow (13); prōh dolor, interj., alas, unfortunately; what a shame 
dolus|dolus, -ī, m., trick, deceit, trickery (23) 
domesticus|domesticus, -a, -um, adj., domestic, of the house, familiar (30) 
dominus|dominus, -ī, m., lord, master (21) 
domus|domus, -ī or -ūs, f., house; domī: at home (6) 
donum|dōnum, -ī, n., gift, present (28) 
dormio|dormiō, dormīre, dormīvī, dormītus, sleep (3) 
dubium|dubium, -iī, n., doubt (13) 
ducenti|ducentī, two hundred (13) 
duco|dūcō, dūcere, dūxi, ductus, lead, think, consider (16) 
dulcis|dulcis, dulce, adj., sweet, pleasant (15) 
dum|dum, conj., while, as long as, until, provided that (13) 
duo|duo, duae, duo, num., two (1) 
duodecim|duodecim, num., twelve (24) 
duodeviginti|duodēvīgintī, num., eighteen (2) 
durus|dūrus, -a, -um, adj., hard, stern, harsh (20) 
dux|dux, ducis, m., leader, guide, commander, general (17) 
ebrius|ēbrius, -a, -um, adj., drunk, intoxicated (18) 
ecce|ecce, behold! see! look! (1) 
ecclesia|ecclēsia, -ae, f., church, assembly (25) 
edo|edō, edere, ēdī, ēsus, eat (15) 
educo|ēdūcō, ēdūcere, ēdūxī, ēductus, lead out, draw up (17) 
effugio|effugiō, effugere, effūgī, effugitus, flee, escape (25) 
ego|ego, I, me (2) 
egredior|ēgredior, ēgredī, ēgressus sum, go out (27) 
eheu|ēheu, alas! (7) 
elabor|ēlābor, ēlābī, ēlāpsus sum, slip away, escape (28) 
electronicus|ēlectrōnicus, -a, -um, adj., electronic (11) 
electrum|ēlectrum, -ī, n., amber (25) 
elegans|ēlegāns, ēlegantis, adj., elegant, fine (25) 
elephantus|elephantus, -ī, m., elephant (3) 
eloquens|ēloquēns, ēloquentis, eloquent, articulate (16) 
eloquentia|ēloquentia, -ae, f., eloquence (16) 
eloquenter|ēloquenter, adv., eloquently (22) 
eloquor|ēloquor, ēloquī, ēlocūtus sum, speak out, utter (22) 
eludo|ēlūdō, ēlūdere, ēlūsī, ēlūsus, elude, escape from (30) 
emineo|ēmineō, ēminēre, ēminuī, —, stand out, be prominent, project (23) 
emo|emō, emere, ēmī, ēmptus, buy (13) 
emptor|ēmptor, ēmptōris, m., buyer (13) 
enim|enim, conj., for, in fact, indeed (15) 
eo|eō, īre, īvī/iī, itus, go (12) 
epistula|epistula, -ae, f., letter (11) 
equidem|equidem, adv., truly, indeed, for my part (16) 
equus|equus, -ī, m., horse (23) 
